engine.dll!003D7008 IEngineSoundClient003
Class { network_name: "CTFBat_Giftwrap", class_id: 0, size_of: 3168 }
Class { network_name: "CTFBat_Wood", class_id: 0, size_of: 3168 }
Class { network_name: "CTFStunBall", class_id: 0, size_of: 2344 }
Class { network_name: "CTFBonesaw", class_id: 0, size_of: 3168 }
Class { network_name: "CTFBottle", class_id: 0, size_of: 3168 }
Class { network_name: "CTFBreakableMelee", class_id: 0, size_of: 3168 }
Class { network_name: "CTFBreakableSign", class_id: 0, size_of: 3168 }
Class { network_name: "CTFStickBomb", class_id: 0, size_of: 3176 }
Class { network_name: "CTFBuffItem", class_id: 0, size_of: 3176 }
Class { network_name: "CTFClub", class_id: 0, size_of: 3160 }
Class { network_name: "CTFCompoundBow", class_id: 0, size_of: 3216 }
Class { network_name: "CTFWeaponFlameBall", class_id: 0, size_of: 3808 }
Class { network_name: "CTFFireAxe", class_id: 0, size_of: 3160 }
Class { network_name: "CTFFists", class_id: 0, size_of: 3160 }
Class { network_name: "CTFFlameRocket", class_id: 0, size_of: 2256 }
Class { network_name: "CTFFlameThrower", class_id: 0, size_of: 3792 }
Class { network_name: "CTFFlareGun", class_id: 0, size_of: 3168 }
Class { network_name: "CTFFlareGun_Revenge", class_id: 0, size_of: 3176 }
Class { network_name: "CTFGrapplingHook", class_id: 0, size_of: 3192 }
Class { network_name: "CTFGrenadePipebombProjectile", class_id: 0, size_of: 2344 }
Class { network_name: "CTFCannon", class_id: 0, size_of: 3208 }
Class { network_name: "CTFGrenadeLauncher", class_id: 0, size_of: 3208 }
Class { network_name: "CTFWeaponInvis", class_id: 0, size_of: 3144 }
Class { network_name: "CTFCleaver", class_id: 0, size_of: 3152 }
Class { network_name: "CTFJar", class_id: 0, size_of: 3152 }
Class { network_name: "CTFJarMilk", class_id: 0, size_of: 3152 }
Class { network_name: "CTFProjectile_Cleaver", class_id: 0, size_of: 2344 }
Class { network_name: "CTFProjectile_Jar", class_id: 0, size_of: 2344 }
Class { network_name: "CTFProjectile_JarMilk", class_id: 0, size_of: 2344 }
Class { network_name: "CTFGasManager", class_id: 0, size_of: 1696 }
Class { network_name: "CTFJarGas", class_id: 0, size_of: 3152 }
Class { network_name: "CTFProjectile_JarGas", class_id: 0, size_of: 2344 }
Class { network_name: "CTFKnife", class_id: 0, size_of: 3192 }
Class { network_name: "CLaserDot", class_id: 0, size_of: 1400 }
Class { network_name: "CTFLaserPointer", class_id: 0, size_of: 3160 }
Class { network_name: "CTFLunchBox", class_id: 0, size_of: 3152 }
Class { network_name: "CTFLunchBox_Drink", class_id: 0, size_of: 3152 }
Class { network_name: "CTFMechanicalArm", class_id: 0, size_of: 3176 }
Class { network_name: "CTFMedigunShield", class_id: 0, size_of: 2224 }
Class { network_name: "CWeaponMedigun", class_id: 0, size_of: 3320 }
Class { network_name: "CTFMinigun", class_id: 0, size_of: 3248 }
Class { network_name: "CTFParachute", class_id: 0, size_of: 3184 }
Class { network_name: "CTFParachute_Primary", class_id: 0, size_of: 3184 }
Class { network_name: "CTFParachute_Secondary", class_id: 0, size_of: 3184 }
Class { network_name: "CTFParticleCannon", class_id: 0, size_of: 3168 }
Class { network_name: "CTFWeaponPDA", class_id: 0, size_of: 3152 }
Class { network_name: "CTFWeaponPDAExpansion_Dispenser", class_id: 0, size_of: 2696 }
Class { network_name: "CTFWeaponPDAExpansion_Teleporter", class_id: 0, size_of: 2696 }
Class { network_name: "CTFWeaponPDA_Engineer_Build", class_id: 0, size_of: 3152 }
Class { network_name: "CTFWeaponPDA_Engineer_Destroy", class_id: 0, size_of: 3152 }
Class { network_name: "CTFWeaponPDA_Spy", class_id: 0, size_of: 3152 }
Class { network_name: "CTFPipebombLauncher", class_id: 0, size_of: 3192 }
Class { network_name: "CTFPistol", class_id: 0, size_of: 3144 }
Class { network_name: "CTFPistol_Scout", class_id: 0, size_of: 3144 }
Class { network_name: "CTFPistol_ScoutPrimary", class_id: 0, size_of: 3152 }
Class { network_name: "CTFPistol_ScoutSecondary", class_id: 0, size_of: 3144 }
Class { network_name: "CTFDRGPomson", class_id: 0, size_of: 3160 }
Class { network_name: "CTFRaygun", class_id: 0, size_of: 3160 }
Class { network_name: "CTFRevolver", class_id: 0, size_of: 3152 }
Class { network_name: "CTFCrossbow", class_id: 0, size_of: 3168 }
Class { network_name: "CTFRocketLauncher", class_id: 0, size_of: 3152 }
Class { network_name: "CTFRocketLauncher_AirStrike", class_id: 0, size_of: 3152 }
Class { network_name: "CTFRocketLauncher_DirectHit", class_id: 0, size_of: 3152 }
Class { network_name: "CTFRocketLauncher_Mortar", class_id: 0, size_of: 3152 }
Class { network_name: "CTFRocketPack", class_id: 0, size_of: 3248 }
Class { network_name: "CTFPEPBrawlerBlaster", class_id: 0, size_of: 3144 }
Class { network_name: "CTFScatterGun", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgunBuildingRescue", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgun", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgun_HWG", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgun_Pyro", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgun_Revenge", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShotgun_Soldier", class_id: 0, size_of: 3144 }
Class { network_name: "CTFSodaPopper", class_id: 0, size_of: 3144 }
Class { network_name: "CTFShovel", class_id: 0, size_of: 3168 }
Class { network_name: "CTFSlap", class_id: 0, size_of: 3168 }
Class { network_name: "CTFChargedSMG", class_id: 0, size_of: 3152 }
Class { network_name: "CTFSMG", class_id: 0, size_of: 3144 }
Class { network_name: "CSniperDot", class_id: 0, size_of: 1400 }
Class { network_name: "CTFSniperRifleClassic", class_id: 0, size_of: 3192 }
Class { network_name: "CTFSniperRifle", class_id: 0, size_of: 3176 }
Class { network_name: "CTFSniperRifleDecap", class_id: 0, size_of: 3176 }
Class { network_name: "CTFKatana", class_id: 0, size_of: 3176 }
Class { network_name: "CTFSword", class_id: 0, size_of: 3176 }
Class { network_name: "CTFSyringeGun", class_id: 0, size_of: 3144 }
Class { network_name: "CTFProjectile_ThrowableBreadMonster", class_id: 0, size_of: 2344 }
Class { network_name: "CTFProjectile_ThrowableBrick", class_id: 0, size_of: 2344 }
Class { network_name: "CTFProjectile_Throwable", class_id: 0, size_of: 2344 }
Class { network_name: "CTFProjectile_ThrowableRepel", class_id: 0, size_of: 2344 }
Class { network_name: "CTFThrowable", class_id: 0, size_of: 3160 }
Class { network_name: "CTFRobotArm", class_id: 0, size_of: 3184 }
Class { network_name: "CTFWearableRobotArm", class_id: 0, size_of: 2696 }
Class { network_name: "CTFWrench", class_id: 0, size_of: 3168 }
Class { network_name: "CTFWeaponBase", class_id: 0, size_of: 3144 }
Class { network_name: "CTFWeaponBaseGrenadeProj", class_id: 0, size_of: 2296 }
Class { network_name: "CTFWeaponBaseGun", class_id: 0, size_of: 3144 }
Class { network_name: "CTFWeaponBaseMelee", class_id: 0, size_of: 3160 }
Class { network_name: "CTFWeaponBaseMerasmusGrenade", class_id: 0, size_of: 2296 }
Class { network_name: "CTFBaseRocket", class_id: 0, size_of: 2256 }
Class { network_name: "CTFWearableCampaignItem", class_id: 0, size_of: 2704 }
Class { network_name: "CTFWearableLevelableItem", class_id: 0, size_of: 2704 }
Class { network_name: "CTFWearableDemoShield", class_id: 0, size_of: 2696 }
Class { network_name: "CTFWearableRazorback", class_id: 0, size_of: 2696 }
engine.dll!003F5868 00004000 snd_show
engine.dll!003FEF00 00040000 snd_spatialize_roundrobin
engine.dll!003F58E8 00004000 snd_visualize
engine.dll!0043A7C8 00040000 snd_cull_duplicates
engine.dll!0043B3F0 00008000 voice_buffer_ms
engine.dll!004737D8 00000210 cl_connectmethod
engine.dll!004736B8 00400202 cl_interpolate
engine.dll!00473658 20020080 password
engine.dll!004739C8 00004000 r_DrawBeams
engine.dll!00473DC8 00004000 demo_recordcommands
engine.dll!00474D20 00004000 cl_entityreport
engine.dll!00474D80 00004000 cl_entityreport_sorted
engine.dll!00482DE8 00004000 cl_flushentitypacket
engine.dll!0048D4D0 00004000 cl_ignorepackets
engine.dll!0048F860 00000200 cl_language
engine.dll!0048D350 01000080 sv_unlockedchapters
engine.dll!0048D3D0 00000280 tv_nochat
engine.dll!004BF6D0 00004000 cl_showevents
engine.dll!004BF7A8 00000080 cl_showpluginmessages
engine.dll!004C0238 00005000 mat_show_texture_memory_usage
engine.dll!004C0080 00004000 mat_texture_list
engine.dll!004C0148 00005000 mat_texture_list_all
engine.dll!004C01B8 00005000 mat_texture_list_view
engine.dll!004C0490 00000080 cl_allowdownload
engine.dll!004C0550 00008000 cl_always_flush_models
engine.dll!004C04F0 00000080 cl_downloadfilter
engine.dll!004C03D0 00000080 cl_logofile
engine.dll!004C0430 00000080 cl_soundfile
engine.dll!004C0370 00000080 cl_timeout
engine.dll!004C0C98 00000080 con_enable
engine.dll!004C0CF8 00800000 con_filter_enable
engine.dll!004C0D58 00800000 con_filter_text
engine.dll!004C0DB8 00800000 con_filter_text_out
engine.dll!004C0B58 00800000 con_notifytime
engine.dll!004C0BD8 00800000 contimes
engine.dll!004C0AD8 00800000 con_trace
engine.dll!004C10A8 00004004 enable_debug_overlays
engine.dll!005C5330 00004000 r_drawfuncdetail
engine.dll!005C5270 00004000 r_drawleaf
engine.dll!005C52D0 00004000 r_drawworld
engine.dll!005C53F0 00040000 r_fastzreject
engine.dll!005C6588 00000080 r_ambientboost
engine.dll!005C66A8 00000080 r_ambientfactor
engine.dll!005C6648 00004000 r_ambientfraction
engine.dll!005C65E8 00000080 r_ambientmin
engine.dll!005C5D28 00004000 r_debugrandomstaticlighting
engine.dll!005C6768 00004000 r_drawlightcache
engine.dll!005C6828 00000080 r_drawmodelstatsoverlaymax
engine.dll!005C67C8 00000080 r_drawmodelstatsoverlaymin
engine.dll!005C5C08 00004000 r_eyeglintlodpixels
engine.dll!005C6708 00004000 r_lightcachemodel
engine.dll!005C5BA8 00004000 r_lightinterp
engine.dll!005C5D88 00004000 r_proplightingfromdisk
engine.dll!005C5EA8 00004000 r_proplightingpooling
engine.dll!005C7D48 00000080 mat_monitorgamma_tv_enabled
engine.dll!005C7DA8 00004000 r_drawbrushmodels
engine.dll!005C8200 00008000 mod_offline_hdr_switch
engine.dll!005C9748 00004000 r_occlusionspew
engine.dll!005CA790 00004000 r_visocclusion
engine.dll!005CAD28 00004000 r_portalsopenall
engine.dll!005EB4F8 00004000 r_drawdecals
engine.dll!00601670 00002000 sv_maxrate
engine.dll!00601730 00002000 sv_maxupdaterate
engine.dll!006016D0 00002000 sv_minrate
engine.dll!00601790 00002000 sv_minupdaterate
engine.dll!00601C40 00004002 sv_creationtickcheck
engine.dll!00605F98 00000080 sv_log_onefile
engine.dll!00606018 00000080 sv_logbans
engine.dll!00605F18 00000080 sv_logecho
engine.dll!00605E18 00000080 sv_logfile
engine.dll!00606138 00000080 sv_logfilecompress
engine.dll!006060D8 00000080 sv_logfilename_format
engine.dll!00605E98 00000080 sv_logflush
engine.dll!00605D98 00000080 sv_logsdir
engine.dll!006313F0 00002000 sv_client_cmdrate_difference
engine.dll!006314B0 00002000 sv_client_max_interp_ratio
engine.dll!00631450 00002000 sv_client_min_interp_ratio
engine.dll!00631510 00002000 sv_client_predict
engine.dll!00631270 00002000 sv_consistency
engine.dll!00631090 00000100 sv_contact
engine.dll!006311B0 00002000 sv_downloadurl
engine.dll!00631390 00002000 sv_maxcmdrate
engine.dll!00631330 00002000 sv_mincmdrate
engine.dll!00631030 00000100 sv_pausable
engine.dll!00606A60 00002000 sv_shutdown_timeout_minutes
engine.dll!00631AE8 00000080 sv_forcepreload
engine.dll!00637C30 00002000 sv_allow_color_correction
engine.dll!00637840 00002000 sv_allow_wait_command
engine.dll!006378A0 00020120 sv_password
engine.dll!0063C180 00000080 bugreporter_uploadasync
engine.dll!0063C438 00000280 rate
engine.dll!0063C498 00400280 cl_updaterate
engine.dll!0063C7F8 00004000 cl_clock_correction
engine.dll!0063C618 00004000 cl_clock_correction_adjustment_max_amount
engine.dll!0063C678 00004000 cl_clock_correction_adjustment_max_offset
engine.dll!0063C798 00004000 cl_clock_correction_adjustment_min_offset
engine.dll!0063C6D8 00004000 cl_clock_correction_force_server_tick
engine.dll!0063C738 00004000 cl_clock_showdebuginfo
engine.dll!0063C558 00004000 cl_clockdrift_max_ms
engine.dll!0063C5B8 00004000 cl_clockdrift_max_ms_threadmode
engine.dll!00645F98 00004000 r_DrawDisp
engine.dll!00650C78 00004000 net_showevents
engine.dll!00650DE8 00020120 tv_relaypassword
engine.dll!006513D8 00020120 tv_password
engine.dll!00651178 00002000 tv_transmitall
engine.dll!00652110 01000280 closecaption
engine.dll!006523B0 00000100 coop
engine.dll!00652770 00004000 next
engine.dll!00652050 00008100 deathmatch
engine.dll!00651AF8 00004000 host_sleep
engine.dll!00652530 00002000 host_timescale
engine.dll!00652590 00004000 singlestep
engine.dll!00658618 00004000 r_ambientlightingonly
engine.dll!006585B8 00004000 r_drawlightcache
engine.dll!00658738 00004000 r_oldlightselection
engine.dll!006584C8 00004000 r_radiosity
engine.dll!0066CBD8 00004000 r_lockpvs
engine.dll!0066CB78 00004000 r_novis
engine.dll!0066FAF8 00040000 clientport
engine.dll!0066FA08 00004000 net_droppackets
engine.dll!0066FC18 00004000 net_fakejitter
engine.dll!0066F758 00004000 net_fakelag
engine.dll!0066FDF8 00004000 net_fakeloss
engine.dll!0066FC78 00040000 tv_port
engine.dll!0066F8C8 00040000 hostip
engine.dll!0066F6D8 00040000 hostport
engine.dll!0066FCD8 00040000 ip
engine.dll!0066FBB8 00040000 matchmakingport
engine.dll!0066FA98 00040000 systemlinkport
engine.dll!006700F8 00002010 sv_use_steam_voice
engine.dll!006717F8 00000080 cl_allowupload
engine.dll!00671AA8 00004000 r_partition_level
engine.dll!006724E0 00004000 r_drawstaticprops
engine.dll!00672BD0 00008000 mem_max_heapsize
engine.dll!00672B50 00008000 mem_max_heapsize_dedicated
engine.dll!00672AF0 00008000 mem_min_heapsize
engine.dll!0068A9C0 00020010 rpt_vprof_time
engine.dll!0068CC40 00004000 r_drawvgui
engine.dll!0068D050 00000080 budget_averages_window
engine.dll!0068CFF0 00000080 budget_bargraph_background_alpha
engine.dll!0068CF30 00000080 budget_peaks_window
engine.dll!0068D0B0 00000080 budget_show_averages
engine.dll!0068CF90 00000080 budget_show_peaks
engine.dll!0068D110 00000080 budget_history_numsamplesvisible
engine.dll!0068D170 00000080 budget_show_history
engine.dll!0068D288 00000080 budget_background_alpha
engine.dll!0068D688 00004000 vgui_drawtree
engine.dll!0068DB48 00004000 showbudget_texture
engine.dll!0068DE50 00000080 texture_budget_background_alpha
engine.dll!0068E110 00000080 vprof_unaccounted_limit
engine.dll!0068E090 00000080 vprof_verbose
engine.dll!0068E190 00000080 vprof_warningmsec
engine.dll!006AA680 00004000 panel_test_title_safe
engine.dll!005C7BC8 00000080 mat_monitorgamma
engine.dll!0063C4F8 00000280 cl_cmdrate
engine.dll!0066F660 00000280 net_maxroutable
engine.dll!0066F9A8 00040000 net_udp_rcvbuf
client.dll!00CC2E20 00000080 youtube_http_proxy
client.dll!00CC35A8 00020008 replay_rendersetting_motionblur_can_toggle
client.dll!00CC3C30 00020088 replay_editor_fov_mousewheel_invert
client.dll!00CC3BD0 00020088 replay_editor_fov_mousewheel_multiplier
client.dll!00CC3C90 00020098 replay_replayeditor_rewindmsgcounter
client.dll!00CC3E60 00020088 replay_enablerenderpreview
client.dll!00CC3EC0 00000080 youtube_username
client.dll!00CC40C8 00006000 achievement_debug
client.dll!00CC4378 00004002 cl_showanimstate
client.dll!00CC4498 00002002 mp_facefronttime
client.dll!00CC4438 00002002 mp_feetyawrate
client.dll!00CC44F8 00002002 mp_ik
client.dll!00CC43D8 00004002 cl_showanimstate_log
client.dll!00CC5860 00002000 smoothstairs
client.dll!00CC57A0 00002000 sv_debug_player_use
client.dll!00CC6CB0 00008002 cl_threaded_bone_setup
client.dll!00CC6D30 00004000 r_drawothermodels
client.dll!00CC8048 00004000 cl_extrapolate
client.dll!00CC80B8 00000200 cl_interp_npcs
client.dll!00CCAB80 00020008 demo_fov_override
client.dll!00CCAAC0 00004000 spec_freeze_distance_max
client.dll!00CCAA50 00004000 spec_freeze_distance_min
client.dll!00CCA980 00006000 spec_freeze_time
client.dll!00CCC320 00400280 cl_flipviewmodels
client.dll!00CCDFA8 00004000 fish_debug
client.dll!00CD26E8 00000080 cl_debugrumble
client.dll!00CD2688 01000080 cl_rumblescale
client.dll!00CD48C0 00004000 soundscape_fadetime
client.dll!00CD6FC0 00400280 cl_interp_ratio
client.dll!00CD6F60 00400200 cl_predict
client.dll!00CD7218 00000280 cl_class
client.dll!00CD71B0 00000280 cl_team
client.dll!00CD7B88 00000080 vr_activate_default
client.dll!00CD8488 00000080 vr_hud_axis_lock_to_world
client.dll!00CD8368 00000080 vr_hud_forward
client.dll!00CD8308 00000080 vr_hud_max_fov
client.dll!00CD7C08 00000080 vr_moveaim_mode
client.dll!00CD7C88 00000080 vr_moveaim_mode_zoom
client.dll!00CD7D68 00000080 vr_moveaim_reticle_pitch_limit
client.dll!00CD7E28 00000080 vr_moveaim_reticle_pitch_limit_zoom
client.dll!00CD7D08 00000080 vr_moveaim_reticle_yaw_limit
client.dll!00CD7DC8 00000080 vr_moveaim_reticle_yaw_limit_zoom
client.dll!00CD85A8 00000080 vr_zoom_multiplier
client.dll!00CF0928 00004000 r_PortalTestEnts
client.dll!00CF0988 00004000 r_portalsopenall
client.dll!00CF0C88 00004000 cl_drawhud
client.dll!00CF0D88 00000088 hud_freezecamhide
client.dll!00CF0D08 00000088 hud_takesshots
client.dll!00CF1DF8 00004000 cl_detail_multiplier
client.dll!00CF1E58 00004000 cl_fastdetailsprites
client.dll!00CF35D8 00000080 r_drawtracers_firstperson
client.dll!00CF5288 00002100 mp_friendlyfire
client.dll!00CF5228 00002000 mp_allowspectators
client.dll!00CF52E8 00002100 mp_fadetoblack
client.dll!00CF51C8 00002000 mp_forcecamera
client.dll!00CF53C8 00000080 glow_outline_effect_enable
client.dll!00CF5428 00004000 glow_outline_width
client.dll!00CF55D0 00000200 hap_HasDevice
client.dll!00CF57B0 00000280 cl_showhelp
client.dll!00CF5860 40000008 spec_autodirector
client.dll!00CF5EC0 00000080 hud_achievement_count
client.dll!00CF6120 00000098 cl_chatfilter_version
client.dll!00CF60C0 00000088 cl_chatfilters
client.dll!00CF6180 00000080 cl_mute_all_comms
client.dll!00CF6360 00000080 cc_linger_time
client.dll!00CF63E0 00000080 cc_predisplay_time
client.dll!00CF64E0 01000080 cc_subtitles
client.dll!00CF62F8 01000280 closecaption
client.dll!00CF6560 00000200 english
client.dll!00CF6A58 00000088 cl_hudhint_sound
client.dll!00CF6D08 00000080 g15_update_msec
client.dll!00CF74A0 00004080 cam_collision
client.dll!00CF71A0 00004080 cam_idealdelta
client.dll!00CF7120 00004080 cam_ideallag
client.dll!00CF7520 00004000 cam_showangles
client.dll!00CF8358 00000080 joy_autoaimdampen
client.dll!00CF82F8 00000080 joy_autoaimdampenrange
client.dll!00CF8478 00000080 joy_diagonalpov
client.dll!00CF85F8 01000080 joy_inverty
client.dll!00CF8118 00000080 joy_response_look
client.dll!00CF8058 00000080 joy_response_move
client.dll!00CF8538 00000080 joy_wingmanwarrior_turnhack
client.dll!00CF88F8 00000080 joy_xcontroller_cfg_loaded
client.dll!00CF9228 00006000 sv_noclipduringpause
client.dll!00CFA030 00400080 cl_mouselook
client.dll!00CF9DF0 00000080 m_pitch
client.dll!00CF9BB0 00000080 m_customaccel
client.dll!00CF9D90 00000080 m_customaccel_max
client.dll!00CF9EB0 00000080 m_filter
client.dll!00CFA0F0 00000080 m_forward
client.dll!00CF9C10 00000080 m_rawinput
client.dll!00CF9F70 00000080 m_side
client.dll!00CF9CD0 00000080 m_yaw
client.dll!00CFA670 00000080 sc_pitch_sensitivity
client.dll!00CFA570 00000080 sc_yaw_sensitivity
client.dll!00CFA7B8 00004000 cl_extrapolate_amount
client.dll!00CFAA48 00004000 cl_jiggle_bone_debug
client.dll!00CFA988 00004000 cl_jiggle_bone_debug_pitch_constraints
client.dll!00CFA9E8 00004000 cl_jiggle_bone_debug_yaw_constraints
client.dll!00CFBA48 00002082 sv_backspeed
client.dll!00CFB928 00002102 sv_bounce
client.dll!00CFB7A8 00002102 sv_footsteps
client.dll!00CFB8C8 00002102 sv_friction
client.dll!00CFB328 00002100 sv_gravity
client.dll!00CFB988 00002002 sv_maxvelocity
client.dll!00CFB868 00002102 sv_rollangle
client.dll!00CFBB08 00002080 sv_skyname
client.dll!00CFB388 00002102 sv_stopspeed
client.dll!00CFBAA8 00002002 sv_waterdist
client.dll!00CFBED8 00002100 mp_fraglimit
client.dll!00CFBF38 00002000 mp_show_voice_icons
client.dll!00CFBE78 00002100 mp_timelimit
client.dll!00CFBFA0 00002000 sv_mumble_positionalaudio
client.dll!00CFC120 00002002 sv_pushaway_clientside
client.dll!00CFC000 00002002 sv_pushaway_force
client.dll!00CFC0C0 00002002 sv_pushaway_max_force
client.dll!00CFC1E0 00006002 sv_pushaway_max_player_force
client.dll!00CFC060 00002002 sv_pushaway_min_player_speed
client.dll!00CFC180 00006002 sv_pushaway_player_force
client.dll!00CFC240 00002000 sv_turbophysics
client.dll!00CFC640 00004000 cl_particle_show_bbox_cost
client.dll!00CFC580 00004000 cl_particleeffect_aabb_buffer
client.dll!00CFC520 00004000 particle_simulateoverflow
client.dll!00CFC4A0 00004000 r_drawparticles
client.dll!00CFCCB0 00004000 cl_phys_timescale
client.dll!00CFCED8 00002000 think_limit
client.dll!00CFD7B8 00024000 ui_posedebug_fade_in_time
client.dll!00CFD738 00024000 ui_posedebug_fade_out_time
client.dll!00CFDA78 00400200 cl_lagcompensation
client.dll!00CFDBF8 00004000 cl_pdump
client.dll!00CFDC58 00004000 cl_pclass
client.dll!00CFDB98 00004000 cl_predictionlist
client.dll!00CFDA18 00400200 cl_predictweapons
client.dll!00CFDD28 00004000 pwatchent
client.dll!00CFDDA8 00004000 pwatchvar
client.dll!00CFDF80 00002000 props_break_max_pieces_perframe
client.dll!00CFDEC0 00002002 sv_pushaway_clientside_size
client.dll!00CFE7D0 00002000 scene_clientflex
client.dll!00CFE770 00002000 scene_print
client.dll!00CFE928 00002000 sv_soundemitter_trace
client.dll!00CFEA48 00002000 soundpatch_captionlength
client.dll!00CFF590 00004000 r_studio_stats_lock
client.dll!00CFF5F0 00004000 r_studio_stats_mode
client.dll!00CFFCE0 00002002 mp_capdeteriorate_time
client.dll!00CFFBC0 00002002 mp_capstyle
client.dll!00D00220 00002100 mp_forceautoteam
client.dll!00CFFE00 00002100 mp_highlander
client.dll!00CFFC80 00002100 mp_respawnwavetime
client.dll!00D001C0 00002100 mp_stalemate_meleeonly
client.dll!00CFFF20 00002100 tf_arena_max_streak
client.dll!00CFFF80 00002100 tf_arena_use_queue
client.dll!00D012A0 00040000 cl_showfps
client.dll!00D015F0 00000080 net_graphmsecs
client.dll!00D016B0 00000080 net_graphshowinterp
client.dll!00D01650 00000080 net_graphshowlatency
client.dll!00D01590 00000080 net_graphtext
client.dll!00D021E8 00004000 gl_clear_randomcolor
client.dll!00D02068 00000080 mat_viewportupscale
client.dll!00D02248 00004000 r_farz
client.dll!00D02128 00004000 r_mapextents
client.dll!00D01908 00000080 zoom_sensitivity_ratio
client.dll!00D023E8 00004000 r_DrawBeams
client.dll!00D02658 00004000 r_depthoverlay
client.dll!00D02798 00004000 cl_drawmaterial
client.dll!00D040F8 00000080 mat_software_aa_blur_one_pixel_lines
client.dll!00D04098 00000080 mat_software_aa_edge_threshold
client.dll!00D04038 00000080 mat_software_aa_quality
client.dll!00D03FD8 00000080 mat_software_aa_strength
client.dll!00D04218 00000080 mat_software_aa_strength_vgui
client.dll!00D04158 00000080 mat_software_aa_tap_offset
client.dll!00D03840 00004000 mat_tonemap_algorithm
client.dll!00D051D0 00004000 cl_maxrenderable_dist
client.dll!00D053B0 00004000 r_skybox
client.dll!00D06200 40000080 voice_modenable
client.dll!00D08420 00002002 item_quality_chance_common
client.dll!00D083C0 00002002 item_quality_chance_rare
client.dll!00D08360 00002002 item_quality_chance_unique
client.dll!00D08BF0 00000098 store_version
client.dll!00D0A620 00000080 cl_show_market_data_on_items
client.dll!00D0A5C0 00000080 cl_showbackpackrarities
client.dll!00D0A6E0 00000080 tf_backpack_page_button_delay
client.dll!00D0A680 00000080 tf_explanations_backpackpanel
client.dll!00D0ED98 00000080 cl_notifications_max_num_visible
client.dll!00D0EE18 00000080 cl_notifications_move_time
client.dll!00D0ED30 00000080 cl_notifications_show_ingame
client.dll!00D0FFB8 00000080 tf_time_loading_item_panels
client.dll!00D10778 00020098 tf_store_stamp_donation_add_timestamp
client.dll!00D10DA8 00000080 cl_trading_show_requests_from
client.dll!00D111B0 00000288 hud_classautokill
client.dll!00D11458 40000080 overview_alpha
client.dll!00D11298 40000080 overview_health
client.dll!00D113F8 40000080 overview_locked
client.dll!00D11318 40000080 overview_names
client.dll!00D11398 40000080 overview_tracks
client.dll!00D11570 10000280 cl_spec_mode
client.dll!00D11680 00000080 cl_disablehtmlmotd
client.dll!00D13718 00004000 cl_winddir
client.dll!00D13788 00004000 cl_windspeed
client.dll!00D13A60 00004000 r_RainProfile
client.dll!00D13930 00004000 r_RainSideVel
client.dll!00D13990 00004000 r_RainSimulate
client.dll!00D14080 00004000 r_SnowColorBlue
client.dll!00D14020 00004000 r_SnowColorGreen
client.dll!00D13FC0 00004000 r_SnowColorRed
client.dll!00D13DE0 00004000 r_SnowDebugBox
client.dll!00D13AD0 00004000 r_SnowEnable
client.dll!00D13F60 00004000 r_SnowEndAlpha
client.dll!00D14140 00004000 r_SnowEndSize
client.dll!00D13D20 00004000 r_SnowFallSpeed
client.dll!00D13BA0 00004000 r_SnowInsideRadius
client.dll!00D13C00 00004000 r_SnowOutsideRadius
client.dll!00D13B30 00004000 r_SnowParticles
client.dll!00D13CC0 00004000 r_SnowPosScale
client.dll!00D14260 00004000 r_SnowRayEnable
client.dll!00D141A0 00004000 r_SnowRayLength
client.dll!00D14200 00004000 r_SnowRayRadius
client.dll!00D13C60 00004000 r_SnowSpeedScale
client.dll!00D13F00 00004000 r_SnowStartAlpha
client.dll!00D140E0 00004000 r_SnowStartSize
client.dll!00D13D80 00004000 r_SnowWindScale
client.dll!00D13E40 00004000 r_SnowZoomOffset
client.dll!00D13EA0 00004000 r_SnowZoomRadius
client.dll!00D1B208 00000088 cl_playerspraydisable
client.dll!00D1C5D0 00002002 sv_ignore_hitboxes
client.dll!00D1C510 00006002 tf_obj_build_rotation_speed
client.dll!00D208B8 00000280 cl_autoreload
client.dll!00D20780 00000280 cl_autorezoom
client.dll!00D20510 00004000 tf_always_deathanim
client.dll!00D20C60 00000088 tf_medieval_thirdperson
client.dll!00D20440 00004002 tf_playersgib_force
client.dll!00D203C8 00004002 tf_playersgib_forceup
client.dll!00D204B0 00004002 tf_playergib_maxspeed
client.dll!00D207E8 00000288 tf_remember_activeweapon
client.dll!00D20850 00000288 tf_remember_lastswitched
client.dll!00D20920 00000080 tf_respawn_on_loadoutchanges
client.dll!00D20B90 00000080 tf_romevision_opt_in
client.dll!00D20BF8 00000080 tf_romevision_skip_prompt
client.dll!00D23D60 00000080 cl_ask_blacklist_opt_out
client.dll!00D23C40 00000080 cl_ask_favorite_opt_out
client.dll!00D262D8 00004000 anim_showmainactivity
client.dll!00D26338 00006002 anim_showstate
client.dll!00D26398 00006002 anim_showstatelog
client.dll!00D263F8 00006002 mp_showgestureslots
client.dll!00D26458 00002002 mp_slammoveyaw
client.dll!00D26518 00002100 tf_passtime_ball_damping_scale
